,Description,Link
90,"Sales Force Effectiveness Manager
Pierre Fabre Group Ho Chi Minh City, Vietnam
6 days ago Be among the first 25 applicants
See who Pierre Fabre Group has hired for this role
Apply Now
Save
Pierre Fabre is the 2nd largest dermo-cosmetics laboratory in the world, the 2nd largest private French pharmaceutical group and the market leader in France for products sold over the counter in pharmacies. Its portfolio includes several medical franchises and international brands including Pierre Fabre Oncologie, Pierre Fabre Dermatologie, Eau Thermale Avène, Klorane, Ducray, René Furterer, A-Derma, Naturactive, Pierre Fabre Oral Care.
Responsibilities
Drive SFE program to support the commercial excellence strategy that has been defined for your area, and support the subsidiary’s general manager in promoting ongoing growth.
Under the functional responsibility of the Global SFE Manager, interface with subsidiary members to establish the area’s operational priorities.
Propose and coordinate all SFE actions to be taken.
Intervene ahead of CRM tool deployment in order to carry out a clear diagnosis of the situation, make recommendations regarding the areas of work aimed at developing and optimizing the operational functioning of structures and field teams in a ""business"" dimension, so that they meet the standards of business excellence and profitability required by the Group.
Measure the activity of the sales force and monitor their results while also aligned to the needs of relevant stakeholders.
Monitor data analysis, sales tracking data and sales activities to support recommendations to the sales management teams to develop and improve performance of sales teams.

Qualifications
Bachelor's degree or equivalent experience in Business
5+ years’ experience in multinational companies or analytics department
Experience in healthcare is a plus
In-depth knowledge of CRM reporting systems
Excellent written and verbal communication skills, English and Vietnamese
Agile, Growth mindset
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Sales and Strategy/Planning
Industries
Pharmaceutical Manufacturing
Referrals increase your chances of interviewing at Pierre Fabre Group by 2x
See who you know
Turn on job alerts
Sales Manager in Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/sales-force-effectiveness-manager-at-pierre-fabre-group-2785552305?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=J4K7FxA1Qt6neZ7UtM2Eow%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
91,"Merchant Data Analyst (Business Intelligence Analyst)
Gojek Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who Gojek has hired for this role
No longer accepting applications
About The Role

Fasten your helmet and climb aboard if you’re ready to be our Merchant Data Analyst (BI Analyst). Based in Ho Chi Minh, Vietnam, you will be an integral player of the Merchant Strategy Team within the larger Merchant team. The gist of your role will be supporting the analytics and data products (automated dashboards, reports, alerts, and simulation tools) that aim to create business impact at scale. Specifically, you will dive deep into understanding merchant behavior insights to make sound business decisions, and provide data visualizations to track GoFood’s overall performances. Your efforts will aid GoFood at a level of detail that enables our stakeholders to identify and address critical issues and align deliverables according to the team’s priorities and requirements.The cherry on top: you’ll get to be a part of a team that works tirelessly to provide the best experience for our partner merchants, keeping them happy, engaged, and informed!

What You Will Do

Craft strategic initiatives for GoFood that are focused on analysis and experimentation; work closely with the Sales Acquisition Team and Account Management team to drive performance
Deliver insight and analysis using statistical tools, data visualization, and business use cases - Big Query, Google Data studio, and Metabase must be your best friend
Conduct analysis to determine new projects to roll out for GoFood and our merchantBuild & maintain dashboards for tracking business performance
Assist stakeholders and the merchant team at large in creating data-backed decisions
Collaborate with GoFood’s Product and Business teams in identifying new avenues for growth and opportunities, and back their product delivery with experimentation
What You Will Need
At least 4 years of work experience dealing with product analytics, data, and statistics
Mandatory: Expertise in SQL with experience using data visualization and dashboarding tools (e.g. Big Query, Tableau, Metabase, Google Data Studio, Clevertap, Python)
Experience in Machine Learning technologies (i.e. forecasting, clustering, statistical significance test, predictive modeling, and text mining)A strong business sense with the ability to transform ambiguous business and product issues into well-scoped, impactful analysis
Strong ability to design and conduct simple experiments
A goal-oriented, critical-thinking mindset with the ability to work equally well within a team and independently with minimal supervision
About The Team

Our merchant team is based in Ho Chi Minh City, Vietnam and we have one main goal: to strengthen our GoFood market share in Vietnam. The merchant team aims to create an ecosystem of solutions to support our partner merchants on the Gojek platform to better manage and grow their business. Our partner merchants are one of the core stakeholders in our Gojek ecosystem. When you are part of the Merchant team, we will find yourself working very closely with our partner merchants to understand their daily needs and concerns, and relay these insights to build platforms and operational excellence processes to ensure our partner merchant success on the Gojek platform. We aim to establish Gojek as the most trusted partner for all our merchant-partners.

We’re a tight-knit, high-functioning team who genuinely love what we do, as we can see the results of our efforts play out in our merchant-partners’ everyday lives. When we aren’t working, you’d probably find us with our nose in books, or our eyes glued to the TV screen watching the latest Korean dramas on netflix. We also prioritize self-care and wellness, equally concerned with each others’ personal and professional developments.

About Us

Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.'

Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.

As of 2021, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.

Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.

Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Sales and Business Development
Industries
Computer Software, Internet Publishing, and Financial Services
Referrals increase your chances of interviewing at Gojek by 2x
See who you know
Turn on job alerts
Seller in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/merchant-data-analyst-business-intelligence-analyst-at-gojek-2756897051?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=auV5AI%2Buq00ApKNiOG2hDg%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
92,"Analyst, Business Operations
Rockwell Automation Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 weeks ago Be among the first 25 applicants
See who Rockwell Automation has hired for this role
Apply on company website
Save
Job Description

Job Description

Rockwell Automation is hiring!

We are looking for an Customer Care Specialist (Order Management) to be based in our Indonesia and Vietnam office. This role mainly focus on order processing, credits & returns etc for our customers.

The role-
Handle Order Management/Credit and Returns for IDN/VNM.
Work with various internal team to follow up on the status
Provide timely update to customers / distributors when required
Work closely with internal BUs to provide a satisfactory service to our customers
Raise feedback and process improvements along the way to increase efficiencies and effectiveness

Requirements
Bachelor Degree in Business or any related field OR Diploma holders with more than 3 years' of relevant experience.
Experience in order processing related duties
Good communication skills
Demonstrates a Customer Service mindset and has good follow-up actions
Comfortable in dealing with clients & stakeholders via email and phone
Fresh graduates with an interest in supply chain and customer service are welcome to apply

Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Business Development and Sales
Industries
Industrial Automation Machinery and Computer Software
Referrals increase your chances of interviewing at Rockwell Automation by 2x
See who you know
Turn on job alerts
Business Operations Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/analyst-business-operations-at-rockwell-automation-2778556445?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=mLdXOF6T1MieFxfrsiD%2FXg%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
93,"DATA ANALYST
Công Ty Tnhh Senspark Ho Chi Minh City, Ho Chi Minh City, Vietnam
4 weeks ago Be among the first 25 applicants
Apply on company website
Save
Mô tả công việc
Phân tích, xây dựng báo cáo, hỗ trợ thông tin và dữ liệu phục vụ cho các hoạt động Game Marketing và Game Product của công ty.
Phân tích, nghiên cứu các vấn đề liên quan đến số liệu và tìm phương pháp giải quyết các vấn đề phát sinh.
Đảm bảo cao về tính chính xác của dữ liệu, phân tích và báo cáo.
Xây dựng, phân tích và tổng hợp các thông tin liên quan đến Game từ các nguồn khác nhau.
Xây dựng các công cụ hỗ trợ công việc xây dựng báo cáo và cung cấp báo cáo cho các bộ phận.
Xây dựng hệ thống cơ sở dữ liệu và các công cụ phân tích, xử lý, thao tác với dữ liệu để phục vụ công việc của công ty.
Tìm hiểu và nghiên cứu các xu hướng Analytics trong lĩnh vực game.
Cao đẳng
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Turn on job alerts
Data Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/data-analyst-at-c%C3%B4ng-ty-tnhh-senspark-2750897597?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=NQn25L82OaYT3Go8JSl%2BBw%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
94,"Senior Data Warehouse Consultant
OpenCommerce Group Hanoi, Hanoi, Vietnam
6 days ago Be among the first 25 applicants
See who OpenCommerce Group has hired for this role
Apply Now
Save
Direct message the job poster from OpenCommerce Group
Nga Ngọc (Jena)
Recruitment Executive at OpenCommerce Group
What will you do?
In charge of data gathering, storage, and utilization
Design, create and maintain data pipelines that are scalable and reliable to assemble data from a large number and variety of data sources
Integrate new data sources and prepare data to ensure data completeness Identify valuable data sources and automate collection processes.
Build a data warehouse for Data team needs
Ensure data are stored, organized, and normalized into a central data warehouse in an efficient way so that information is high quality, reliable, flexible, and efficient
Build processes supporting data transformation, data structures, metadata, dependency, and workload management
Ensure Data Analysts design data models/ datamart that have architectural standards.
Develop data analytics technology roadmap, to match continuously evolving business needs
Work with stakeholders including Data Analyst, Product Managers to ensure the data quality and create usable and valauble data assetsAssist with data-related technical issues and participate in their re-designing infrastructure for greater scalability
Automating manual processes
Optimizing data delivery
Evaluate various data architectures
Requirements
Bachelors or Master’s degree in Computer Science, Software Engineering, Mathematics or Information Technology
Three or more years experienced in implementing concepts such as Slowly Changing Dimension (SCD Type) and Change Data Capture (CDC) functionality in both an OLTP (Relational Modeling) and OLAP (Dimensional Modeling) environments
Experienced in manipulating, processing and extracting data from various source systems; working familiarity with relational databases
Experience with data warehousing architecture and data modeling
Nice to have
High level of attention to detail
Able to work independently with minimum supervision
Experience with PostgreSQL; Python; Redshift; Holistics/ Tableau; or some cloud analytics platformPossess an in-depth understanding of the data structures and governance
Why you will love working here
Salary
Competitive NET salary.
13th month salary.
1–2 month salary as annual performance bonus.
Review salary per 6 months
Opportunities to have stock options of a million-dollar company.
Working Environment
Dynamic, flexible and equal working environment
Working with a team full of young and passionate talents
Free lunch at the office cooked by our own chef
Boosting your creativity and productivity at work to the highest level at our modern working place
Flexible working hours
Traveling abroad with the company every year

Show less
Employment type
Contract
Referrals increase your chances of interviewing at OpenCommerce Group by 2x
See who you know
Turn on job alerts
Senior Data Warehouse Consultant in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/senior-data-warehouse-consultant-at-opencommerce-group-2779426171?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=V2YZ35oqINkto%2BUcb7tJAg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
95,"ShopeePay - PMO Credit Services
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 weeks ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
About The Team

The ShopeePay team enables and drives innovations by providing a range of financial products and services to individuals and SMEs across the country. Join us and be the driving force in launching our business across Vietnam.

Job Description
Assist in high-impact projects end to end, to build our financial services business not limited to areas in retail finance, product development, go-to-market, partnerships, business development, compliance, regulatory, cash flow and capital management, etc.
Assist Team lead to drive the credit services project
Identify functional, regulatory, technical gaps and initiate projects to achieve desired results
Collaborate with function stakeholders to assist in projects, including engineering, credit risk, operations, business development teams within local teams and external partners
Identify potential risks and support in developing a strategy to manage these risks

Requirements
Graduating with a Bachelor’s Degree in Business, Data Analytics, Economics, Statistics, Engineering, and other related fields (Master Degree preferred)
Excellent analytical and problem-solving skills with strong logical thinking and quantitative analysis ability
Proactive, open to learn, strong builder and intrapreneurial mindset, ready to get hands dirty
A fast learner who is meticulous and detail-oriented
Excellent communication skills, able to communicate clearly and concisely
Ability to demonstrate a high level of verbal and written English to coordinate with internal stakeholders across the region
2 - 3 years of working experiences
Prior experiences in retail digital services, consulting, analytics and banking is a plus
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Project Management and Information Technology
Industries
Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Project Management ",https://vn.linkedin.com/jobs/view/shopeepay-pmo-credit-services-at-shopee-2769755461?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=WWNzPkohSpk3QpKCVObSvw%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
96,"Lead Business Strategic Analytics
Robert Walters Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 months ago Be among the first 25 applicants
See who Robert Walters has hired for this role
Apply on company website
Save
A Lead Business Strategic Analytics job opportunity is now available at a digital start-up in Ho Chi Minh City.

About The Lead Business Strategic Analytics Role

You will be responsible for building up Business Analytics Strategist team to accommodate the ambition to build up analytics capabilities for the company.

Key Responsibilities
Develop analytical dashboards to help other teams get better insights into the root causes of their business problems.
Perform in-depth analyses on existing customer base to identify potential analytics use cases/opportunities to improve marketing
Co-lead analytics use cases together with marketing team to deliver tangible, immediate business results
Develop roadmap to build up analytics capabilities for the company, including what future analytics use cases to do, technical & human resources required in the long term
Collaborate with tech team to ensure syndication of data infrastructure build-up plan with analytics use case plan
To succeed in this role, you must have a solid understanding on complex business problems and ability to translate them into analytical questions and projects to solve.

Key Requirements
Structured problem solving and analytical thinking
Entrepreneurial mindset with a high tolerance for ambiguity and just-do-it attitude
Experienced using data extraction/querying tools (SQL and/or PostgreSQL) & data visualisation & reporting tools (PowerBI, Tableau)
Familiarity with analytics tools (R, Python)
Fundamental understanding on data infrastructure layers & machine learning
Strong written and verbal communication in English and Vietnamese languages
This organisation will offer you an excellent working environment with very good benefits.

If you are an enthusiast in enterprise analytics with a strong business mind-set and desire to work in a fast growing product company then this is a great opportunity for you.

Apply today to discuss this new opportunity.



Due to the high volume of applications we are experiencing, our team will only be in touch with you if your application is shortlisted.
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Business Development and Sales
Industries
Marketing and Advertising, Manufacturing, and Financial Services
Referrals increase your chances of interviewing at Robert Walters by 2x
See who you know
Turn on job alerts
Business Lead in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/lead-business-strategic-analytics-at-robert-walters-2765945050?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=j3RK5VUliNOPPOj1Pkghpg%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
97,None,https://vn.linkedin.com/jobs/view/business-operations-analyst-associate-at-homebase-yc-w-21-2755054676?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=LM4QTdA8vme3a5dRjtKllA%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
98,"End-User Financing Associate
Water and Energy for Food Grand Challenge Lebanon
2 weeks ago Be among the first 25 applicants
See who Water and Energy for Food Grand Challenge has hired for this role
Apply on company website
Save
Direct message the job poster from Water and Energy for Food Grand Challenge
Kathryn Bailey
Social media and storytelling for international development programming.
**Please Note: This is a temporary, deliverable-focused position**

The WE4F Associate is responsible for conducting market research and analysis of various end-user financing models being implemented in the water-energy-food nexus. This role is a great opportunity for a high performing associate to deepen exposure to global development issues in the water-energy-food nexus and build strong understanding of end-user financing approaches being utilized to serve smallholder farmers and other end-users in global markets.

HOW TO APPLY:
Please e-mail info@we4f.org with your resume and cover letter. 
In the cover letter, do mention your prior work experience/skills and/or understanding of end-user financing and water-energy-food nexus innovations.

KEY RESPONSIBILITIES
Collaborate with WE4F USAID Secretariat to gather knowledge about financial structures and mechanisms focused on the financial inclusion of smallholder farmers and other end-users in the agricultural value chain
Conduct extensive desk based research to study the global market landscape for end-user financing approaches and future opportunities in the water-energy-food nexus from the perspective of innovation/SMEs
Conduct secondary research to assess the financial needs of smallholder farmers, with a particular focus on women smallholder farmers/end-users  
Conduct research on end-user financing models outside the WE4F nexus and present a comparative view.
Under the guidance of USAID Secretariat, conduct a SWOT analysis of different type of end-user financing models prevalent in the water-energy-food nexus
Under the guidance from USAID Secretariat, develop a slide deck showcasing the landscape analysis and future trends related to of end-user financing mechanisms for WEF nexus within WE4F focus countries in East Africa, West Africa, Middle East and North Africa, South and Southeast Asia, and Southern and Central Africa regions.
QUALIFICATIONS
A bachelor’s degree in a business-related field or current students in a graduate school business program. MBA with strong finance background preferred
Strong interest in research, analytics, and finance
Good knowledge of MS excel and powerpoint 
Ability to undertake directions from team members to carry out desk based research using open platforms
Inquisitive and interested in the thematic area of access to finance for Base of the Pyramid (BoP) communities
DURATION OF ASSIGNMENT:
 The final deliverables of the above assignments will be due by 30th November 2021.
Show less
Employment type
Temporary
Referrals increase your chances of interviewing at Water and Energy for Food Grand Challenge by 2x
See who you know
Turn on job alerts
Associate in Lebanon
",https://vn.linkedin.com/jobs/view/end-user-financing-associate-at-water-and-energy-for-food-grand-challenge-2772525598?refId=4oYIL2P5t%2Fi1dQzhIo62QA%3D%3D&trackingId=9b64dliio0VlrvM6ZKUiNg%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
99,"Senior Data Scientist
Galaxy Play Ho Chi Minh City, Vietnam
6 days ago Be among the first 25 applicants
See who Galaxy Play has hired for this role
No longer accepting applications
Direct message the job poster from Galaxy Play
Duyen Phan
Recruiter
Responsibilities
○       Collaborate with Product and Business to define the Machine Learning product, focusing on Personalization and Financial Services.
○       Building Machine Learning models using your core expertise. Feature engineering, exploring new approaches to keep pushing the model performance.
○       Collecting, cleaning, preparing data at large scale for modeling.
○       Meticulous attention to detail and dedication to quality; Good communication skills on both technical and non-technical topics
○       Participating in productionizing Machine Learning models for live production, that includes building pipelines for continuously validating and updating models.
Good understanding of A/B/n test design and analysis

Qualifications
○       3+ years of experience with data science and machine learning modeling, from experimentation and prototyping to deployment into production pipelines
○       Good understanding of various Machine Learning algorithms pros and cons.
○       A builder. You go the extra mile to bring your prototypes to production..
○       Strong product ownership. You take a high responsibility for what you build and keep a high bar for product quality.
Strong collaboration skills.
Show less
Employment type
Full-time
Referrals increase your chances of interviewing at Galaxy Play by 2x
See who you know
Turn on job alerts
Senior Data Scientist in Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/senior-data-scientist-at-galaxy-play-2778644720?refId=GkBdS%2BZm28hGTDo43d2%2Bow%3D%3D&trackingId=jWAC6azwYB9Mc%2B6EibIf9w%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
100,"Corporate Head of Digital Transformation
Nestlé Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who Nestlé has hired for this role
No longer accepting applications
Position Snapshot

Location: Head ",https://vn.linkedin.com/jobs/view/corporate-head-of-digital-transformation-at-nestl%C3%A9-2769842355?refId=PQnXCgOkhH69MExFamgPEg%3D%3D&trackingId=EUemy0u5iCOKwvjsfJ2AJw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
101,None,https://vn.linkedin.com/jobs/view/python-developer-at-wonder-2781363561?refId=PQnXCgOkhH69MExFamgPEg%3D%3D&trackingId=EwpU1KHPqDgGZFVesZkOBA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
102,"Data Analyst (Customer Service)
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 months ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
Job Description
Responsible for day-to-day execution of data needs from CS departments
Generate daily operational related data reports, analyze quantitative data, and investigate variances
Involved in design, development, implementation, support and maintenance of reports, visualization tools, workflow automation and any other tools to facilitate business needs
Ensure assigned tasks or projects are completed in a timely manner and with high level of quality and accuracy
Provide regular feedback on data operation concerns and issues
Participate and support ad hoc projects requiring additional analysis and data-heavy reporting
Propose improvements to operational processes

Requirements
At least 1 year in any contact center, e-commerce experience is a plus
Ability to use excel and SQL to extract, analyze data and prepare reports
Goal better, data-driven, can-do attitude, open and supportive mindset
Communication, presentation, negotiation and problem solving skills
Ability to work independently and with a sense of urgency and fluctuation
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
IT Services and IT Consulting, Marketing and Advertising, and Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Data Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/data-analyst-customer-service-at-shopee-2756436719?refId=PQnXCgOkhH69MExFamgPEg%3D%3D&trackingId=in8rH934YJZkQIW9m0cvkA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
103,None,https://vn.linkedin.com/jobs/view/intern-data-analyst-at-finan-2778042718?refId=KOLTySsTIM2%2Fpwqtc9X6AA%3D%3D&trackingId=J6hpGFZS%2BaxQ0P%2Fjhlx7VA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card
104,"Master Data in Vietnam
Parcel Perform Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 week ago Be among the first 25 applicants
See who Parcel Perform has hired for this role
Apply on company website
Save
Want to be on the data arrangement and interpretation of B2B platforms in e-commerce logistics?

Parcel Perform is looking for an amazing team member to support us in standardizing data!

You have excellent Excel skills, 1+ years of experience in the supply chain or logistics industry, you’re technically savvy, and have a good grasp on handling data? Are you also interested in e-commerce and like to take on new challenges? Help us drive Parcel Perform’s growth and join our team! We are looking for you!

WE NEED YOU ON OUR TEAM!

As a Master Data, you will be one of our key members to support our customers and help them to understand their parcel tracking data and feedback their concerns to our team. Whatever question they might have and wherever they might be stuck in the process - you have the unique chance to represent Parcel Perform, guide them through their tracking data and our product range, help our team to answer technical inquiries and help them to overcome any challenges in a heartbeat.

You are also the inflection point for customer demands and struggles and the elementary source for us to improve our services. Communicate with our team members on the master data, customer service, and technical side. Let them know what our Parcel Perform customers really need!

In Sum, You Will
Guide our customers on parcel tracking questions;
Enable new product developments for our customers;
Be the link between logistical challenges and our customers' demands.
Implement company standard data rules, including but not limited to monitor, alert, and report of misaligned data.
Scope with cross-functional team members for related/ assigned tasks.
We at Parcel Perform will always put the customer first. We want them to get the most out of our product and showcase the endless possibilities of our service. You will be the important human touch among their logistics data, challenges and how our product can support them.

Such complexity can be hard, especially with a focus on good engineering practices. But that is ok. We aren’t here for ease anyway. We are here for people who want to operate at the next level in their careers.

WHAT YOU SHOULD BRING ALONG!

The Skills

We at Parcel Perform believe in innovation, energy, and resourcefulness for everything we do. We will not stop delivering an outstanding product that we can be proud of and need you to help us to inform the world. You need to feel the same way about our offering and bring along the following things:
At least 1-year experience in Master Data or relevant field
Good understanding of the Supply Chain industry, esp. Logistics and high interest in e-Commerce last-mile delivery.
Affinity to software solutions is a MUST.
Proficiency in Excel (master of data management via pivot tools and functional skills).
Good written and verbal English skills.
Business acumen is a strong plus.
The mindset
Responsible for delegated tasks.
Logically thinking and carefulness attitudes.
Quickly adapt to change and be able to work independently as well as with cross-functional teams.
Open-minded, friendly and have a strong willingness to keep learning and pushing yourself to higher and higher levels.
WHAT YOU WILL RECEIVE IN RETURN!
We offer a fair and competitive compensation package, and we have a preference for internal promotions whenever opportunities come.
Having a presence in Singapore, Vietnam, and Europe, our team is international and highly motivated. You will have many opportunities to work with and alongside people from around the world that share the same passion and dedication.
Through 1-1 catchups, we continuously work with you on your strengths and weaknesses across many important dimensions and look at ways for you to address them and further your development.
Locating in a quiet area with little traffic, full of natural light and within walking distance to many convenient facilities, our office in Ho Chi Minh City makes work-life integration to the fullest.
Our working environment is open and our working hour is flexible. Work From Home is available by request and the leave plan is unlimited.
And all the usual perks you’d expect from a fast-growing company like free lunch, free fruit, snacks, extra insurance and health care, team bonding events, various training programs, and more.
WHO ARE WE AT PARCEL PERFORM!

Parcel Perform is the leading delivery experience platform. It enables modern e-commerce enterprises to create unique end-to-end customer journeys and optimize logistics operations with powerful data integrations, parcel tracking, delivery notifications and logistics performance reports in real-time.

Parcel Perform's scalable SaaS platform executes more than 100M parcel updates daily and integrates with 700+ carriers. The data-first company is pioneering innovative ML / AI use cases in e-commerce logistics including its 'Date of Arrival' prediction engine. Parcel Perform is the partner of choice for top brands, marketplaces and carriers across all major verticals globally.

LEARN MORE ABOUT US!
Our homepage - Learn more about our B2B offering & the most global B2C tracking page
Our community - The global knowledge-sharing community for E-commerce Logistics for merchants, logistics carriers and end consumers
Our social media accounts - For latest updates, follow us on LinkedIn, Facebook, Twitter
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Other
Industries
Computer Software
Referrals increase your chances of interviewing at Parcel Perform by 2x
See who you know
Turn on job alerts
Data Specialist in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/master-data-in-vietnam-at-parcel-perform-2780560056?refId=KOLTySsTIM2%2Fpwqtc9X6AA%3D%3D&trackingId=gOOLNlH17JARBu3AdnL%2BOw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
105,None,https://vn.linkedin.com/jobs/view/data-scientist-algorithm-at-aia-vietnam-2680639656?refId=KOLTySsTIM2%2Fpwqtc9X6AA%3D%3D&trackingId=yL2VVQM3j%2FfzeAHY5SU4yw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
106,"AI Engineer Intern
Rakuna Long Biên, Hanoi, Vietnam
4 weeks ago Be among the first 25 applicants
See who Rakuna has hired for this role
Apply Now
Save
Company Description

Rakuna is an HR technology company based in Silicon Valley, US and Hanoi, Vietnam providing on-demand campus recruiting solutions for employers in North America. Our mission is to help companies to acquire one of their most important talent resources – campus hires, more efficiently, by empowering recruiters to get away from administrative burdens, and connect with, market to, manage, and cultivate relationships with prospective candidates – the Millennial generation - in a simple and meaningful way.

We have an energetic and intimate environment with a team of millennials who are hustlers and passionate about building things that matter. We are looking for fun, driven, hardworking, and savvy team members to help to take our brand to the next level.

Want to be part of a transformative, learning culture that drives innovation? Join us!

For more info: https://www.rakuna.co/

Job Description
Convert the machine learning models into application program interfaces (APIs) so that other applications can use it
Build data ingestion and data transformation infrastructure
Automate infrastructure that the data science team uses
Perform statistical analysis and tune the results so that the organization can make better-informed decisions
Set up and manage AI development and product infrastructure
Qualifications
Sound knowledge on algebra, mathematical analysis; knowledge on probability and statistics is a plus
You can demonstrate a good command of object-oriented programming (e.g. in Java, Python)
You are familiar with the basics of data analysis, modeling, and visualization; you are able to build and run AI models in platforms such as Keras, TensorFlow, or Theano.
Knowledge on DigitalOcean, AWS topics is a big plus
Own a great passion in AI field
Excellent communication skills
Ability to work in a team
Additional Information

Perks
Opportunity to join different training sessions, and frequent bonding events
Opportunity to get a full-time position in a young, energetic, friendly, diverse, multinational start-up team where your ideas and creativity is highly encouraged and appreciated
Own creative freedom, wear multiple hats and work on a wide variety of exciting projects
Attractive stipend after probation period
Apply
Send resume/CV and portfolios (required) to apply. Only qualified candidates will be contacted.
Application Deadline: Open until filled.
Show less
Seniority level
Internship
Employment type
Full-time
Job function
Engineering and Information Technology
Industries
IT Services and IT Consulting, Computer Software, and Internet Publishing
Referrals increase your chances of interviewing at Rakuna by 2x
See who you know
Turn on job alerts
Artificial Intelligence Engineer in Long Biên, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/ai-engineer-intern-at-rakuna-2752230475?refId=KOLTySsTIM2%2Fpwqtc9X6AA%3D%3D&trackingId=2UnwhvLAonKH9fYPiWuBNA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
