,auto_id,ID,Date,Company,Title,Location,Link
1736,511,StLO921paNK2EHthTK7V6w==,2021-10-07,VALUE Virtual Assistants,(Intermediate) Part Time Website Data Analyst,"Makati, National Capital Region, Philippines",https://ph.linkedin.com/jobs/view/intermediate-part-time-website-data-analyst-at-value-virtual-assistants-2776830276?refId=4pKRKhTG9NYZVAJWpixm4A%3D%3D&trackingId=StLO921paNK2EHthTK7V6w%3D%3D&position=12&pageNum=20&trk=public_jobs_jserp-result_search-card
1737,512,roU/zPWeYiPf6Fzh67xYxA==,2021-10-28,"Australian Government Department of Education, Skills and Employment (DESE)",Statisticians & Data Analysts,"Hobart, Tasmania, Australia",https://au.linkedin.com/jobs/view/statisticians-data-analysts-at-australian-government-department-of-education-skills-and-employment-dese-2770472927?refId=4pKRKhTG9NYZVAJWpixm4A%3D%3D&trackingId=roU%2FzPWeYiPf6Fzh67xYxA%3D%3D&position=13&pageNum=20&trk=public_jobs_jserp-result_search-card
1738,513,XKcLdc+Lvoc+EIanOB0R4g==,2021-10-03,Eaton,Master Data Project Analyst,"Querétaro, Mexico",https://mx.linkedin.com/jobs/view/master-data-project-analyst-at-eaton-2777339031?refId=4pKRKhTG9NYZVAJWpixm4A%3D%3D&trackingId=XKcLdc%2BLvoc%2BEIanOB0R4g%3D%3D&position=14&pageNum=20&trk=public_jobs_jserp-result_search-card
1744,519,SkL0FIIPPk7b00gkNtP1yw==,2021-10-02,Citi,Risk Data Quality & Reporting Analyst,"Warsaw, Mazowieckie, Poland",https://pl.linkedin.com/jobs/view/risk-data-quality-reporting-analyst-at-citi-2770506098?refId=4pKRKhTG9NYZVAJWpixm4A%3D%3D&trackingId=SkL0FIIPPk7b00gkNtP1yw%3D%3D&position=20&pageNum=20&trk=public_jobs_jserp-result_search-card
1748,523,WAzidVZiiu390jt6wcHMmw==,2021-10-22,Adjust,(Senior) Data Analyst,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-adjust-2765753724?refId=4pKRKhTG9NYZVAJWpixm4A%3D%3D&trackingId=WAzidVZiiu390jt6wcHMmw%3D%3D&position=24&pageNum=20&trk=public_jobs_jserp-result_search-card
1750,525,roLgRBopDm+HssK1e7CCaQ==,2021-10-12,Adecco,Data and Intelligence Analyst,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-and-intelligence-analyst-at-adecco-2753422013?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=roLgRBopDm%2BHssK1e7CCaQ%3D%3D&position=1&pageNum=21&trk=public_jobs_jserp-result_search-card
1753,528,3VHnfxtDfLBA0hF1ppv7Hw==,2021-10-22,Twilio,"Staff, Data Analyst","Bogotá, Capital District, Colombia",https://co.linkedin.com/jobs/view/staff-data-analyst-at-twilio-2733681179?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=3VHnfxtDfLBA0hF1ppv7Hw%3D%3D&position=4&pageNum=21&trk=public_jobs_jserp-result_search-card
1755,530,+mZR9KcXzjheYeVxi9gL7g==,2021-10-19,ALTEN Calsoft Labs,eCommerce Data Analyst,San Francisco Bay Area,https://www.linkedin.com/jobs/view/ecommerce-data-analyst-at-alten-calsoft-labs-2756265143?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=%2BmZR9KcXzjheYeVxi9gL7g%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
1757,532,oZEgdfmua4EXuJ9l6t5+lA==,2021-08-09,Involves,Data Analyst / Product Analytics (Remote),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/data-analyst-product-analytics-remote-at-involves-2708448238?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=oZEgdfmua4EXuJ9l6t5%2BlA%3D%3D&position=8&pageNum=21&trk=public_jobs_jserp-result_search-card
1758,533,RDX2thFIXrVQVMm+SwPQNw==,2021-10-11,Hays,Business Performance Data Analyst,"Dublin City, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/business-performance-data-analyst-at-hays-2749721386?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=RDX2thFIXrVQVMm%2BSwPQNw%3D%3D&position=9&pageNum=21&trk=public_jobs_jserp-result_search-card
1759,534,6u2KD1a4ZGTPO5xF6iLqfw==,2021-10-07,Payability,Business Analyst / Data Analyst | Hong Kong - Remote,"Central & Western District, Hong Kong SAR",https://hk.linkedin.com/jobs/view/business-analyst-data-analyst-hong-kong-remote-at-payability-2748214168?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=6u2KD1a4ZGTPO5xF6iLqfw%3D%3D&position=10&pageNum=21&trk=public_jobs_jserp-result_search-card
1760,535,aMDnGpFYtVI1ghi3iik9Aw==,2021-09-13,TTEC,Data Analyst - UK,"West Yorkshire, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-uk-at-ttec-2746120891?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=aMDnGpFYtVI1ghi3iik9Aw%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card
1761,536,jiG659cnalunO62hv3lCtA==,2021-10-02,Aubay Portugal,Data Analyst (W/M) - Lisboa,"Lisboa, Lisbon, Portugal",https://pt.linkedin.com/jobs/view/data-analyst-w-m-lisboa-at-aubay-portugal-2776042196?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=jiG659cnalunO62hv3lCtA%3D%3D&position=12&pageNum=21&trk=public_jobs_jserp-result_search-card
1762,537,AJnvcP/ExblVRQnnxAdrZQ==,2021-09-11,Reperio Human Capital,Data Analyst (E-Commerce),"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-analyst-e-commerce-at-reperio-human-capital-2746538562?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=AJnvcP%2FExblVRQnnxAdrZQ%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
1764,539,0E4N6R2hXXL02kWDO9RGew==,2021-10-04,Disperse,Operations Data Analyst,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",https://ba.linkedin.com/jobs/view/operations-data-analyst-at-disperse-2742147828?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=0E4N6R2hXXL02kWDO9RGew%3D%3D&position=15&pageNum=21&trk=public_jobs_jserp-result_search-card
1765,540,1UN3KqO6LVRDubqKtPFu0Q==,2021-10-18,QPLIX | Wealth Management Software,Data Analyst (m/f/d) - Datenmigrationen,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/data-analyst-m-f-d-datenmigrationen-at-qplix-wealth-management-software-2764151578?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=1UN3KqO6LVRDubqKtPFu0Q%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card
1770,545,SVRRISlrGjdZ5GibQLrQ2w==,2021-10-14,Infinity Pro,"Data Analyst (SQL, Regex, PowerShell, Python)","Prague, Prague, Czechia",https://cz.linkedin.com/jobs/view/data-analyst-sql-regex-powershell-python-at-infinity-pro-2756406552?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=SVRRISlrGjdZ5GibQLrQ2w%3D%3D&position=21&pageNum=21&trk=public_jobs_jserp-result_search-card
1771,546,BxYnxzTnobOO1fx69c2QaQ==,2021-10-25,BoomBit,UA Specialist/ Data Analyst,"Gdańsk, Pomorskie, Poland",https://pl.linkedin.com/jobs/view/ua-specialist-data-analyst-at-boombit-2766744059?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=BxYnxzTnobOO1fx69c2QaQ%3D%3D&position=22&pageNum=21&trk=public_jobs_jserp-result_search-card
1772,547,jnP4Xif5beZgTGGFHHMH1w==,2021-09-25,Swapcard,Lead Data Analyst - (Remote),"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/lead-data-analyst-remote-at-swapcard-2767572438?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=jnP4Xif5beZgTGGFHHMH1w%3D%3D&position=23&pageNum=21&trk=public_jobs_jserp-result_search-card
1773,548,46jGxin3So0Fsa8+KbkSlw==,2021-10-13,IQVIA,"Data Alignment Analyst, anywhere in Europe","London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-alignment-analyst-anywhere-in-europe-at-iqvia-2702867266?refId=6ir%2BXZCdqODfknsIo2ZOsg%3D%3D&trackingId=46jGxin3So0Fsa8%2BKbkSlw%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card
1776,551,ymTgIkci3XppScJ8wyB09A==,2021-09-08,Datrick,Senior Data Analyst (Remote Part Time),"Istanbul, Turkey",https://tr.linkedin.com/jobs/view/senior-data-analyst-remote-part-time-at-datrick-2707866375?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=ymTgIkci3XppScJ8wyB09A%3D%3D&position=2&pageNum=22&trk=public_jobs_jserp-result_search-card
1778,553,,2021-10-16,Inventum Group (Formally Wells Tobias),Customer and Data Support Analyst - remote worker,United Kingdom,https://uk.linkedin.com/jobs/view/customer-and-data-support-analyst-remote-worker-at-inventum-group-formally-wells-tobias-2762698617?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=x2BBaIU%2Bo9oY3yZESJlcRw%3D%3D&position=4&pageNum=22&trk=public_jobs_jserp-result_search-card
1780,555,507EZ6NDDljQQkVUiMnHwA==,2021-10-12,Vinted,"Data Analyst, Growth/Marketing","Vilnius, Vilniaus, Lithuania",https://lt.linkedin.com/jobs/view/data-analyst-growth-marketing-at-vinted-2697453662?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=507EZ6NDDljQQkVUiMnHwA%3D%3D&position=6&pageNum=22&trk=public_jobs_jserp-result_search-card
1781,556,LkIJIkiLUKCGe+7TYrtvFg==,2021-09-19,Gympass,CX Data Analyst - Sales,"São Paulo, São Paulo, Brazil",https://br.linkedin.com/jobs/view/cx-data-analyst-sales-at-gympass-2756447411?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=LkIJIkiLUKCGe%2B7TYrtvFg%3D%3D&position=7&pageNum=22&trk=public_jobs_jserp-result_search-card
1782,557,kSfczSBYaKvxQ90HcslD8g==,2021-11-01,Accenture,Data Engineer Jr,"Mérida, Yucatán, Mexico",https://mx.linkedin.com/jobs/view/data-engineer-jr-at-accenture-2779323154?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=kSfczSBYaKvxQ90HcslD8g%3D%3D&position=8&pageNum=22&trk=public_jobs_jserp-result_search-card
1785,560,bqr5Jmh7SlO9r4n5pI55vA==,2021-10-22,Drops Language Learning,Lead Data/Product Analyst,Netherlands,https://nl.linkedin.com/jobs/view/lead-data-product-analyst-at-drops-language-learning-2765656117?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=bqr5Jmh7SlO9r4n5pI55vA%3D%3D&position=11&pageNum=22&trk=public_jobs_jserp-result_search-card
1786,561,3UECrKG0geo/Ky+9PbVrlA==,2021-10-26,Ferratum Global,Marketing Data Analyst - remote,"Il Gżira, Malta",https://mt.linkedin.com/jobs/view/marketing-data-analyst-remote-at-ferratum-global-2774662365?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=3UECrKG0geo%2FKy%2B9PbVrlA%3D%3D&position=12&pageNum=22&trk=public_jobs_jserp-result_search-card
1788,563,ZXxjEE86mz6zsRVOKTp8/w==,2021-10-18,eDreams ODIGEO,Data Analyst A/B testing,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/data-analyst-a-b-testing-at-edreams-odigeo-2693827032?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=ZXxjEE86mz6zsRVOKTp8%2Fw%3D%3D&position=14&pageNum=22&trk=public_jobs_jserp-result_search-card
1789,564,2kvbmyj1zROqkgJP5DyQUg==,2021-10-19,Robert Walters,DWH Data Analyst,"Manchester, England, United Kingdom",https://uk.linkedin.com/jobs/view/dwh-data-analyst-at-robert-walters-2766107759?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=2kvbmyj1zROqkgJP5DyQUg%3D%3D&position=15&pageNum=22&trk=public_jobs_jserp-result_search-card
1792,567,GIDZ+ndc+O8UYZTEGJDugQ==,2021-10-08,Deputy,Senior Data Analyst - Marketing,"Sydney, New South Wales, Australia",https://au.linkedin.com/jobs/view/senior-data-analyst-marketing-at-deputy-2782466057?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=GIDZ%2Bndc%2BO8UYZTEGJDugQ%3D%3D&position=18&pageNum=22&trk=public_jobs_jserp-result_search-card
1793,568,XkIkq6BS0C3udnqirPMQXQ==,2021-10-18,Oda,Data Analyst - Growth Marketing,"Oslo, Norway",https://no.linkedin.com/jobs/view/data-analyst-growth-marketing-at-oda-2764175295?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=XkIkq6BS0C3udnqirPMQXQ%3D%3D&position=19&pageNum=22&trk=public_jobs_jserp-result_search-card
1794,569,/kwjfznhcQ/sp900JoziMA==,2021-10-12,MongoDB,Senior Data Analyst II,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-ii-at-mongodb-2753732544?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=%2FkwjfznhcQ%2Fsp900JoziMA%3D%3D&position=20&pageNum=22&trk=public_jobs_jserp-result_search-card
1796,571,B97+50b77kq3jQeaAnRU9w==,2021-10-06,Click Recruitment,Data Migration Analyst (SQL/Excel),"Worcestershire, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-migration-analyst-sql-excel-at-click-recruitment-2742736652?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=B97%2B50b77kq3jQeaAnRU9w%3D%3D&position=22&pageNum=22&trk=public_jobs_jserp-result_search-card
1797,572,rHPpkLoneLAVtuUWTe5yVg==,2021-09-22,ESOMAR,Data Analyst - Specialist Market Research,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-specialist-market-research-at-esomar-2746735317?refId=8ifCfgkN3UVMfYY6Xliesw%3D%3D&trackingId=rHPpkLoneLAVtuUWTe5yVg%3D%3D&position=23&pageNum=22&trk=public_jobs_jserp-result_search-card
1801,576,j6Ufh3AbNisDIvDGz0/PYw==,2021-10-02,Adevinta,Data Product Analyst,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/data-product-analyst-at-adevinta-2746718974?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=j6Ufh3AbNisDIvDGz0%2FPYw%3D%3D&position=2&pageNum=23&trk=public_jobs_jserp-result_search-card
1803,578,O6a7E3LIyTdpYrLe4+mDnQ==,2021-11-01,Lynk,Business Intelligence & Data Analytics Analyst,"Hong Kong, Hong Kong SAR",https://hk.linkedin.com/jobs/view/business-intelligence-data-analytics-analyst-at-lynk-2740130222?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=O6a7E3LIyTdpYrLe4%2BmDnQ%3D%3D&position=4&pageNum=23&trk=public_jobs_jserp-result_search-card
1804,579,K5227veIOTKkie2MvGTgzQ==,2021-10-31,Jumar Solutions,Data Analyst - 3 months - Warwickshire(39925648),"Stratford-upon-Avon, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-3-months-warwickshire-39925648-at-jumar-solutions-2780070111?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=K5227veIOTKkie2MvGTgzQ%3D%3D&position=5&pageNum=23&trk=public_jobs_jserp-result_search-card
1808,583,CiS15j9merVvVau8MAie8Q==,2021-09-23,Tundra Technical Solutions,Data Analyst (contract),"New Westminster, British Columbia, Canada",https://ca.linkedin.com/jobs/view/data-analyst-contract-at-tundra-technical-solutions-2763946981?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=CiS15j9merVvVau8MAie8Q%3D%3D&position=9&pageNum=23&trk=public_jobs_jserp-result_search-card
1811,586,Jkbpa705o04D5fSUr3reWA==,2021-09-18,Xcelirate,Lead Data Analyst - Barcelona,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/lead-data-analyst-barcelona-at-xcelirate-2755094137?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=Jkbpa705o04D5fSUr3reWA%3D%3D&position=12&pageNum=23&trk=public_jobs_jserp-result_search-card
1813,588,1t4fe3XhOA1ZLiMwmnR1aA==,2021-10-19,Miro,Senior Product Data Analyst,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-product-data-analyst-at-miro-2755999055?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=1t4fe3XhOA1ZLiMwmnR1aA%3D%3D&position=14&pageNum=23&trk=public_jobs_jserp-result_search-card
1814,589,ONuuBe5Lh5yoKuDADqVhyw==,2021-10-12,Cyclad,Data Analyst (Analytics & Visualisation),"Cracow, Małopolskie, Poland",https://pl.linkedin.com/jobs/view/data-analyst-analytics-visualisation-at-cyclad-2754160746?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=ONuuBe5Lh5yoKuDADqVhyw%3D%3D&position=15&pageNum=23&trk=public_jobs_jserp-result_search-card
1819,594,kR/XF/OhTsLDcsSp0EPOKA==,2021-10-27,air up,Data Analyst (f/m/d) - Focus Supply Chain & Logistics,Germany,https://de.linkedin.com/jobs/view/data-analyst-f-m-d-focus-supply-chain-logistics-at-air-up-2770571242?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=kR%2FXF%2FOhTsLDcsSp0EPOKA%3D%3D&position=20&pageNum=23&trk=public_jobs_jserp-result_search-card
1820,595,449LNjmoHxY7jug7Y7KLzQ==,2021-09-28,Carpe Data,Senior Data Analyst - Data Quality,"Lisbon, Lisbon, Portugal",https://pt.linkedin.com/jobs/view/senior-data-analyst-data-quality-at-carpe-data-2770308972?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=449LNjmoHxY7jug7Y7KLzQ%3D%3D&position=21&pageNum=23&trk=public_jobs_jserp-result_search-card
1823,598,TCnbdhYSYytFaIE+dcm+ZQ==,2021-10-27,Jefferson Frank,AWS Data Analyst,"England, United Kingdom",https://uk.linkedin.com/jobs/view/aws-data-analyst-at-jefferson-frank-2775522612?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=TCnbdhYSYytFaIE%2Bdcm%2BZQ%3D%3D&position=24&pageNum=23&trk=public_jobs_jserp-result_search-card
1824,599,t3JbPgJGjjvljTRRz7tGTQ==,2021-10-29,Uber,Senior Data Analyst- Fount/ Global Scorecard (Night Shift),"Taguig, National Capital Region, Philippines",https://ph.linkedin.com/jobs/view/senior-data-analyst-fount-global-scorecard-night-shift-at-uber-2749333684?refId=bScfXL40BuZfTVrrBuSohQ%3D%3D&trackingId=t3JbPgJGjjvljTRRz7tGTQ%3D%3D&position=25&pageNum=23&trk=public_jobs_jserp-result_search-card
1825,600,9BoIZLVdRubZkBosrTP9qg==,2021-10-25,Apollo Solutions,Senior Data Analyst - REMOTE CONTRACT,"Brussels, Brussels Region, Belgium",https://be.linkedin.com/jobs/view/senior-data-analyst-remote-contract-at-apollo-solutions-2773200699?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=9BoIZLVdRubZkBosrTP9qg%3D%3D&position=1&pageNum=24&trk=public_jobs_jserp-result_search-card
1826,601,lkrba6ObPlMlL9Pd5CQSsg==,2021-09-26,Gradfuel,Data Analyst/Technical Operations - (Interactive Learning Ltd - Kickstarter) *,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-technical-operations-interactive-learning-ltd-kickstarter-at-gradfuel-2768317640?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=lkrba6ObPlMlL9Pd5CQSsg%3D%3D&position=2&pageNum=24&trk=public_jobs_jserp-result_search-card
1830,605,sJYM9VfCvTBajbrBQ3uhwA==,2021-10-21,Global Technology Solutions Ltd.,Service Improvement Data Reporting Analyst/ ITIL Data Reporting Analyst,"Peterborough, England, United Kingdom",https://uk.linkedin.com/jobs/view/service-improvement-data-reporting-analyst-itil-data-reporting-analyst-at-global-technology-solutions-ltd-2764962915?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=sJYM9VfCvTBajbrBQ3uhwA%3D%3D&position=6&pageNum=24&trk=public_jobs_jserp-result_search-card
1831,606,aOYW3oQMJdWRUuKDFAjksA==,2021-09-30,Sequoia Global Services,Procurement/Data Analyst,"Mexico City, Mexico",https://mx.linkedin.com/jobs/view/procurement-data-analyst-at-sequoia-connect-2773201142?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=aOYW3oQMJdWRUuKDFAjksA%3D%3D&position=7&pageNum=24&trk=public_jobs_jserp-result_search-card
1833,608,x5bZHxD/l8FfZUtJbRbMKQ==,2021-10-20,Open Data Services Co-operative,Data and policy analyst,United Kingdom,https://uk.linkedin.com/jobs/view/data-and-policy-analyst-at-open-data-services-co-operative-2757426752?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=x5bZHxD%2Fl8FfZUtJbRbMKQ%3D%3D&position=9&pageNum=24&trk=public_jobs_jserp-result_search-card
1834,609,PVVWsPoPLxEr75QzaKEBZQ==,2021-10-30,Intuita,Data Visualisation Analyst-Looker,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-visualisation-analyst-looker-at-intuita-2779580619?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=PVVWsPoPLxEr75QzaKEBZQ%3D%3D&position=10&pageNum=24&trk=public_jobs_jserp-result_search-card
1837,612,La2cUUN7Y40nXcaVUsEHeQ==,2021-10-04,Citi,Data Quality Lead Analyst,"Warsaw, Mazowieckie, Poland",https://pl.linkedin.com/jobs/view/data-quality-lead-analyst-at-citi-2742660148?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=La2cUUN7Y40nXcaVUsEHeQ%3D%3D&position=13&pageNum=24&trk=public_jobs_jserp-result_search-card
1838,613,jqVkFgr6FIyknuaJGltXYQ==,2021-09-19,Nike,Senior Data Protection Analyst – CIS,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-protection-analyst-%E2%80%93-cis-at-nike-2750110859?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=jqVkFgr6FIyknuaJGltXYQ%3D%3D&position=14&pageNum=24&trk=public_jobs_jserp-result_search-card
1840,615,FsU2tL/VLHagf4yEfoI3YQ==,2021-10-26,Hays,Data/System Analyst (LIMS),"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-system-analyst-lims-at-hays-2769232400?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=FsU2tL%2FVLHagf4yEfoI3YQ%3D%3D&position=16&pageNum=24&trk=public_jobs_jserp-result_search-card
1841,616,ueGwlcPQRVJPcvJT5tKV0w==,2021-09-26,Michael Page,Data Analyst - Python / Power BI,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-python-power-bi-at-michael-page-2768022068?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=ueGwlcPQRVJPcvJT5tKV0w%3D%3D&position=17&pageNum=24&trk=public_jobs_jserp-result_search-card
1843,618,6DXxcs6avnH08oI7Tjp6ug==,2021-10-25,Revolut,Senior Data Analyst - Remote within Poland,Poland,https://pl.linkedin.com/jobs/view/senior-data-analyst-remote-within-poland-at-revolut-2498036751?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=6DXxcs6avnH08oI7Tjp6ug%3D%3D&position=19&pageNum=24&trk=public_jobs_jserp-result_search-card
1846,621,0sMt3hGyX0dQl0c/m3GOSA==,2021-09-27,Buy Box Experts,Advertising Data Analyst - Remote Global,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/advertising-data-analyst-remote-global-at-buy-box-experts-2769556673?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=0sMt3hGyX0dQl0c%2Fm3GOSA%3D%3D&position=22&pageNum=24&trk=public_jobs_jserp-result_search-card
1847,622,+ELD9spyqog1TozTdzGExg==,2021-10-21,"Plume Design, Inc",Wi-Fi Data/Algorithm Analyst,"Ljubljana, Ljubljana, Slovenia",https://si.linkedin.com/jobs/view/wi-fi-data-algorithm-analyst-at-plume-design-inc-2769031024?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=%2BELD9spyqog1TozTdzGExg%3D%3D&position=23&pageNum=24&trk=public_jobs_jserp-result_search-card
1848,623,r2XQ5ekUpjmaYqZqEkkosQ==,2021-09-17,Citymapper,Data Analyst - Cycle and Scooter Routing,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-cycle-and-scooter-routing-at-citymapper-2720215715?refId=LuqghpLO2VSbHplRHEF9DA%3D%3D&trackingId=r2XQ5ekUpjmaYqZqEkkosQ%3D%3D&position=24&pageNum=24&trk=public_jobs_jserp-result_search-card
1851,626,lNFKPrauYF7ldMfprxIsMw==,2021-09-30,Citi,Data Quality Senior Analyst,"Mississauga, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-quality-senior-analyst-at-citi-2772845468?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=lNFKPrauYF7ldMfprxIsMw%3D%3D&position=2&pageNum=25&trk=public_jobs_jserp-result_search-card
1852,627,uA5+MPL14DMF9AZ+iQexLA==,2021-09-23,Morningstar,Data Analyst (Python / SQL),"Timişoara, Timiş, Romania",https://ro.linkedin.com/jobs/view/data-analyst-python-sql-at-morningstar-2764225808?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=uA5%2BMPL14DMF9AZ%2BiQexLA%3D%3D&position=3&pageNum=25&trk=public_jobs_jserp-result_search-card
1853,628,MvgbQhBGxxPA1PpxuB2r9g==,2021-11-01,Crossover for Work,"Data Analyst, Trilogy (Remote) - $100,000/year USD","Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-trilogy-remote-%24100-000-year-usd-at-crossover-for-work-2774603511?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=MvgbQhBGxxPA1PpxuB2r9g%3D%3D&position=4&pageNum=25&trk=public_jobs_jserp-result_search-card
1854,629,jNVa+3o/jpAcEx06noPm4Q==,2021-10-05,Harnham,PRODUCT / DATA ANALYST,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/product-data-analyst-at-harnham-2739450888?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=jNVa%2B3o%2FjpAcEx06noPm4Q%3D%3D&position=5&pageNum=25&trk=public_jobs_jserp-result_search-card
1856,631,VQ7a5Era1VAmss3a3+0lsA==,2021-10-19,Gartner,"Data Analyst, Vendor Analytics - Digital Markets","Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/data-analyst-vendor-analytics-digital-markets-at-gartner-2760823749?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=VQ7a5Era1VAmss3a3%2B0lsA%3D%3D&position=7&pageNum=25&trk=public_jobs_jserp-result_search-card
1857,632,tnPeunzVay7c2lon+2l00A==,2021-10-20,Prex,Data Science Fraud Prevention Analyst – Argentina Remote,Argentina,https://ar.linkedin.com/jobs/view/data-science-fraud-prevention-analyst-%E2%80%93-argentina-remote-at-prex-2767213264?refId=J%2F4DeBYYifKFn6Dacmy28g%3D%3D&trackingId=tnPeunzVay7c2lon%2B2l00A%3D%3D&position=8&pageNum=25&trk=public_jobs_jserp-result_search-card
