,auto_id,Title,Company,Location,Link,Review,auto_id,auto_id.1
571,571,Associate Marketing Manager,McGraw Hill,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=d1c824e53ecfe141&fccid=58fef0e5bbfde084&vjs=3,3.9,,
572,572,Marketing Specialist,Rogers Communications,"Burnaby, BC•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=3336a8f68edb1883&fccid=b5583ca8df6a68c3&vjs=3,3.7,,
573,573,Sr Project Data Manager,Syneos Health Clinical,Remote,https://ca.indeed.com/rc/clk?jk=2dc3662053b04d42&fccid=772a1485bbbe4156&vjs=3,3.6,,
574,574,Sr. Analyst CEX Insights,Rogers Communications,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=3297bb3112543711&fccid=b5583ca8df6a68c3&vjs=3,3.7,,
575,575,Business Analyst/Product Manager,Pharm3r LLC,"Halifax, NS•Remote",https://ca.indeed.com/rc/clk?jk=7875c922b22b8ada&fccid=2df0193598ab880c&vjs=3,None,,
576,576,"Senior Data Scientist, Cyber Risk Solutions CANADA Remote Op...","Guidewire Software, Inc.",Remote,https://ca.indeed.com/rc/clk?jk=1723de87fb9510fd&fccid=be90d89fb010b0bf&vjs=3,3.7,,
577,577,"Manager, Assurance and Data Management (CCaSS)",EY,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=aa2a8560490b5430&fccid=1544766d4c2915b0&vjs=3,4,,
578,578,Accounting and Cash management Business Analyst,BNP Paribas,"Montréal, QC•Remote",https://ca.indeed.com/rc/clk?jk=3fe664edb5d19c4b&fccid=1392500f835bba92&vjs=3,3.9,,
579,579,Senior Data Analyst (Enterprise Data Warehouse Developer),BCLC,"Kamloops, BC•Remote",https://ca.indeed.com/rc/clk?jk=abd392f16d93d0c5&fccid=f8d1881f9cd6792e&vjs=3,3.6,,
580,580,Analyst - Valuation Services,J.D. Power,Ontario•Remote,https://ca.indeed.com/rc/clk?jk=c3bd38b4f7017db5&fccid=e6d683aa9f2c173a&vjs=3,None,,
581,581,Big Data Engineer (AWS),Rackspace,Remote,https://ca.indeed.com/rc/clk?jk=1e11fc811c6838a9&fccid=b60c9324aeb7df96&vjs=3,None,,
582,582,"Sr Analyst, Sales Forecasting & Insights",SCIEX,"Concord, ON•Remote",https://ca.indeed.com/rc/clk?jk=4d10f0539bd811aa&fccid=330c28c156c5fb55&vjs=3,3.7,,
583,583,Account Delivery Manager Analytics,DXC Technology,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=b3ab575fb67b67ee&fccid=feaabf8e6a699d3c&vjs=3,3.2,,
584,584,Principal Statistical Programmer (REMOTE - U.S. or CANADA),PRA Health Sciences,Remote,https://ca.indeed.com/rc/clk?jk=41bfb98eb03a4e3b&fccid=59237124d676ae4d&vjs=3,3.5,,
585,585,RECRUITMENT AND HR MARKETING SPECIALIST,Nunavik Regional Board of Health and Social...,"Hudson Bay, SK•Remote",https://ca.indeed.com/rc/clk?jk=11358960e7700aa8&fccid=0c4a619da0d67fd4&vjs=3,None,,
586,586,"
Senior/Principal Biostatistician - Neuroscience FSP (Remote)","Cytel, Ingress-Health B.V.",Canada•Remote,https://ca.indeed.com/rc/clk?jk=0b929777658f8c17&fccid=0ca0607c69909b05&vjs=3,None,,
587,587,Business Analyst / Project Manager,Venterra Realty,"Richmond Hill, ON•Temporarily Remote",https://ca.indeed.com/company/Venterra-Realty/jobs/Business-Analyst-7f20acbd1938ae9f?fccid=eec939828ff270ba&vjs=3,4,,
588,588,Marketing Specialist,Alberta Motor Association,"Edmonton, AB•Remote",https://ca.indeed.com/rc/clk?jk=5c810b584ce96bbd&fccid=e6c501a44445ee31&vjs=3,3.6,,
589,589,"Sr Analyst, Supply Chain Analytics",Rogers Communications,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=d925b4ed2055ec1b&fccid=b5583ca8df6a68c3&vjs=3,3.7,,
590,590,"Co-op, TDL Analytics & Optimization",Nutrien Ltd.,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=6fcc620b0f3145e8&fccid=2f7563a9ec0a07ec&vjs=3,3.3,,
591,591,"Senior Software Developer, Data Integration",EATON,"Saint-Bruno-de-Montarville, QC•Remote",https://ca.indeed.com/rc/clk?jk=8d980d787e6bc5f3&fccid=87f38351bd29de24&vjs=3,3.8,,
592,592,Analytics & Insights Manager,AIR MILES,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=ccd031dd16699d48&fccid=cfd800e466ff9171&vjs=3,3.4,,
593,593,Lead Product Manager - Machine Learning (Remote),Yelp,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=52e25a865a875cfb&fccid=0e94073a1c937bd1&vjs=3,None,,
594,594,Sr Quantitative UX Researcher,McAfee,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=a6aa0917009454b9&fccid=800f11c47014effe&vjs=3,3.7,,
595,595,ANALYSTE PROGRAMMEUR BI,Gravity Conseil,"Montréal, QC•Remote",https://ca.indeed.com/rc/clk?jk=2813d76ce9582e48&fccid=236f48de95d5eca1&vjs=3,None,,
596,596,Dell Inside Data Protection Sales Executive - Remote - Canad...,Dell Technologies,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=f1aace4a2ca3a4d0&fccid=dd09fe3b43125016&vjs=3,4,,
597,597,Senior Administrator SAS/BI,Intact,"Toronto, ON+1 location•Remote",https://ca.indeed.com/rc/clk?jk=e9af5ee97f89eb9f&fccid=a614b30520ebe6c9&vjs=3,3.8,,
598,598,Senior Data Engineer,Luxoft,Remote,https://ca.indeed.com/rc/clk?jk=fabafd8156ccafd0&fccid=4b841d912d46e4fd&vjs=3,None,,
599,599,"Associate Director, Marketing Content & Delivery",AIR MILES,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=01147a4a2abad432&fccid=cfd800e466ff9171&vjs=3,3.4,,
600,0,"
Research Engineer",Natural Resources Canada,"Ottawa, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=eb2fccf5a77919f2&fccid=70ae16371d561945&vjs=3,4.1,,
601,1,"
Jr. Biomedical Engineer",Parados Cerebral Solutions,"Fredericton, NB",https://ca.indeed.com/rc/clk?jk=372ba8b1eccf08fb&fccid=dd616958bd9ddc12&vjs=3,None,,
604,4,Data and Analytics (D&A) Data Engineer,Roche,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=53626b21498e7a96&fccid=bca1c8ed48c3b338&vjs=3,4.2,,
608,8,"
Jr. Mechatronics Engineer",Parados Cerebral Solutions,"Fredericton, NB",https://ca.indeed.com/rc/clk?jk=1f112216ced60636&fccid=dd616958bd9ddc12&vjs=3,None,,
609,9,Data Engineer - Analytics,Plenty of Fish,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=4ab947ec217383f9&fccid=1d127e18b9a4bd47&vjs=3,4.2,,
610,10,Analytics Engineer,Plooto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=f0e241023c8206ff&fccid=1c1238c880367e47&vjs=3,None,,
612,12,"
Building Engineer - Facilities Management",University Hospital,"London, ON",https://ca.indeed.com/rc/clk?jk=9cbe688f6724ef0a&fccid=4dbdf983b5e4b3c7&vjs=3,3.9,,
614,14,"
Business Intelligence Engineer","AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",https://ca.indeed.com/rc/clk?jk=956817d14aeab527&fccid=fe2d21eef233e94a&vjs=3,3.5,,
615,15,"Data Engineer, Financial Crime Analytics",Deloitte,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c12f2b3eece53b87&fccid=9e215d88a6b33622&vjs=3,4,,
616,16,"
Electromagnetic Engineer",Baker Hughes,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=c14bc93a557c07fc&fccid=f4c6ba597fc7aa75&vjs=3,4,,
617,17,Junior Engineer - Logistics Simulation & Business Intelligen...,Ausenco,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=eec8c48000de3b07&fccid=c8c37aa2b92ee568&vjs=3,4,,
619,19,"
Quality Engineer I",TD Bank,"Toronto, ON+2 locations",https://ca.indeed.com/rc/clk?jk=0fde082b55faa486&fccid=d7114f1cac8d0711&vjs=3,3.8,,
620,20,QA Engineer,Viafoura,"Toronto, ON•Remote",https://ca.indeed.com/company/Viafoura/jobs/QA-Engineer-d9daf92b65937a4e?fccid=2a6288d6e2666e05&vjs=3,None,,
622,22,"Specialist, Data and Analytics",Air Canada,"Dorval, QC",https://ca.indeed.com/rc/clk?jk=75b686e88b6e170f&fccid=fb805c6a170f5f18&vjs=3,3.8,,
623,23,"
Customer Support Engineer",Moz,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=a8fce722e02d0231&fccid=de3602e7105e2273&vjs=3,None,,
624,24,"
Data Engineer",Cooke Aquaculture Inc.,"Saint John, NB",https://ca.indeed.com/rc/clk?jk=d01a38559aa035e1&fccid=72c7f21698b207b9&vjs=3,3.1,,
625,25,"
computer software engineer",Tiger Analytics Inc.,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=76ee4a4821d7aec8&fccid=cba01270e96bb012&vjs=3,None,,
626,26,Test Engineer (Analytics and Diagnostics),Ford Motor Company,"Waterloo, ON",https://ca.indeed.com/rc/clk?jk=1a9f3561568ab989&fccid=761c44c17d636bfe&vjs=3,4.1,,
628,28,Data & Analytics - Senior Analytics Engineer,Aritzia,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=98bd204bc93277dc&fccid=230bf53df7c46c1a&vjs=3,3.4,,
629,29,"
Data Engineer",Workday,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=eb15f0fd83c84757&fccid=9ac45d217f8342a1&vjs=3,4,,
630,30,Quality/Test Engineer (Opportunity for international candida...,CGI Inc,"Atlantic, NS",https://ca.indeed.com/rc/clk?jk=cf10bb9e1e455b50&fccid=43a69183767d4301&vjs=3,3.6,,
631,31,"Data Engineer, NA Integrated Analytics (2022  Grad – Toro...",Munich RE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e0c76755c6cc5b91&fccid=d4448c192a012f32&vjs=3,4,,
632,32,"Machine Learning Engineer, Data Enablement, Advanced Analyti...",CIBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=33db8d4e4ae53583&fccid=f99648405c7e9e3a&vjs=3,3.8,,
633,33,QA Engineer,Stingray,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=5a818e86d6865aac&fccid=e245d08cd5fe18e0&vjs=3,3.8,,
634,34,Data Analytics/Engineer (Industrial Automation/ Controls Eng...,Multimatic,"Markham, ON",https://ca.indeed.com/rc/clk?jk=51f4fd762f73f7d2&fccid=cf92688814c05426&vjs=3,2.9,,
635,35,QA Engineer [REMOTE],Viafoura Inc.,"Toronto, ON•Remote",https://ca.indeed.com/company/Viafoura-Inc./jobs/QA-Engineer-8f1d5543867615b0?fccid=382d52309d5d13f2&vjs=3,5,,
637,37,Junior Engineer- Waste Management Practice,Tetra Tech,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=c7c7d0731a600c69&fccid=997110e6d9c4c093&vjs=3,3.7,,
638,38,5G System Engineer,Rogers Communications,"Brampton, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=bdb52636f0f4563c&fccid=b5583ca8df6a68c3&vjs=3,3.7,,
639,39,"
Vice President, Head of Analytics",Fairstone,"Montréal, QC•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=db2384aa14027fe5&fccid=7c90ab2e61dc366c&vjs=3,3.9,,
640,40,"
Systems Engineer, Deployment Services",Walt Disney Animation Studios,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=9eb6c8b6e600ee9c&fccid=779381286967ed9f&vjs=3,4.2,,
641,41,Data Analytics Engineer II,Fullscript,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=850615e0385708f4&fccid=2991caacecd50eb8&vjs=3,3.3,,
643,43,Presales Engineer,Motorola Solutions,"Markham, ON",https://ca.indeed.com/rc/clk?jk=f1e6db9232da0c81&fccid=22ec6ef3cc441ac2&vjs=3,4.1,,
644,44,"
Data Engineer (MS)",Arc'teryx,"North Vancouver, BC",https://ca.indeed.com/rc/clk?jk=6a7f9e84ab84b0aa&fccid=c899d1c8c8e6ff07&vjs=3,3.6,,
646,46,"
Director, Support Revenue Operations",Shopify,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a60b066533db77a9&fccid=d5a5824be27ba831&vjs=3,3.9,,
647,47,"
Research Engineer",Cambrian College,"Greater Sudbury, ON",https://ca.indeed.com/rc/clk?jk=8334e755cda9674f&fccid=1bdc05ba521c0224&vjs=3,4.3,,
648,48,Machine Learning Engineer - North American Integrated Analyt...,Munich RE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=35278c00c57d98f1&fccid=d4448c192a012f32&vjs=3,4,,
649,49,Analytics Engineering Intern (Winter Term - 2022),SnapTravel,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=f50b9dfe9f38dc4c&fccid=960d8f54f5a1520f&vjs=3,None,,
650,50,"
Support Engineer",SAP,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=cd41f55513fd5214&fccid=156c7820d1988640&vjs=3,4.3,,
651,51,QA automation - Test engineer,Ineat,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=16ff8ce08b5f38a2&fccid=51ff683548c1ceb9&vjs=3,None,,
652,52,Data Engineer,DBArt,"Engineer, BC",https://ca.indeed.com/rc/clk?jk=38fbc9bff694e855&fccid=78db50285c741298&vjs=3,None,,
653,53,"
Java Data Engineer",Apple - Canada,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=61d66d5de99f25f2&fccid=c1099851e9794854&vjs=3,4.2,,
654,54,"
Junior Water Conveyance Engineer",AECOM,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=97bc87097a9a3547&fccid=bafa4b35e9cd20ce&vjs=3,3.7,,
655,55,"Machine Learning Engineer, Physics-based Machine Learning",Corning,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=ecd7def376dbbc48&fccid=31bebfb78bc1f0f1&vjs=3,3.8,,
656,56,Web Developer/Engineer,Altice,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4a45c29d2070aa5a&fccid=915628603ff911ad&vjs=3,3.4,,
657,57,DevOps Engineer,Bonfire Interactive,"Kitchener, ON",https://ca.indeed.com/company/Bonfire-Interactive/jobs/Devop-Engineer-78756898126e9829?fccid=05e03fb7ef9543e7&vjs=3,2.8,,
658,58,"
Business Consultant - Customer 360 Analytics",TELUS,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ff70c0031e0f799e&fccid=ed81336789a877c2&vjs=3,3.9,,
659,59,Director Consulting – Data & Analytics,Cognizant Technology Solutions,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=41ca160ddf1bd540&fccid=2df6a1e69a70a1e7&vjs=3,3.9,,
660,60,Process Engineer Intern,INVISTA,"Kingston, ON",https://ca.indeed.com/rc/clk?jk=e7ebb02210fbe3ab&fccid=c2c8eec5b544d9b1&vjs=3,3.5,,
661,61,Business Internship – Summer 2021,ALÉO Canada,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=3b20ff5ffeb112c7&fccid=31b9103ff1ba0caf&vjs=3,None,,
662,62,"Mechanical Engineer, Aerospace",ABB,"Quebec City, QC",https://ca.indeed.com/rc/clk?jk=cce63de49a269fac&fccid=38b4474838e7b7a1&vjs=3,3.9,,
663,63,Process Engineer,INVISTA,"Kingston, ON",https://ca.indeed.com/rc/clk?jk=2f2659c5ccbc3d3b&fccid=c2c8eec5b544d9b1&vjs=3,3.5,,
664,64,Sr. Technical Support Engineer,Adobe,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=0e0d307538787d0e&fccid=f89deb5a97c7738a&vjs=3,4.3,,
665,65,Software Engineer Co-Op (Winter 2022) - 21260,Splunk,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=64a502ec73b79881&fccid=aef928e89977f7f0&vjs=3,None,,
666,66,Customer Engineer,Microsoft,"Greater Toronto Area, ON•Remote",https://ca.indeed.com/rc/clk?jk=c7ea4e986861ade4&fccid=734cb5a01ee60f80&vjs=3,4.2,,
667,67,"Analyst, Content & Localization",Shopify,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=442bfac608382eb8&fccid=d5a5824be27ba831&vjs=3,3.9,,
668,68,Process Engineer,Mondelēz International,"East York, ON",https://ca.indeed.com/rc/clk?jk=e748c08a26b8c29f&fccid=0ba2244fbaa16b6c&vjs=3,4,,
669,69,Junior Data Engineer,Jane.com,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=b4a64d80d3f54421&fccid=f714139b1e4f4df4&vjs=3,None,,
670,70,"
Design Specialist II - DevOps Wireless Network Engineer",TELUS,"Winnipeg, MB+1 location",https://ca.indeed.com/rc/clk?jk=22a1c57e4c60e6c0&fccid=ed81336789a877c2&vjs=3,3.9,,
671,71,"
Data Engineer",Arc'teryx,"North Vancouver, BC",https://ca.indeed.com/rc/clk?jk=3132a4550c5714dc&fccid=c899d1c8c8e6ff07&vjs=3,3.6,,
672,72,Firmware Engineer - Siemens Comfy I Enlighted,Siemens Canada Limited,"Kitchener, ON•Remote",https://ca.indeed.com/rc/clk?jk=e2ed1def5c89eb2d&fccid=ea6bb53f0b18b8f2&vjs=3,4,,
674,74,"
Principal Product Designer",Secureworks,"Quebec City, QC",https://ca.indeed.com/rc/clk?jk=79b828f0698d7fb7&fccid=829a7bdb8317567f&vjs=3,None,,
675,75,"
Data Engineer, Omnia AI",Deloitte,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=17b5be6ea4fda7ef&fccid=9e215d88a6b33622&vjs=3,4,,
676,76,Senior Reservoir Engineer,Suncor Energy Services,"St. John's, NL",https://ca.indeed.com/rc/clk?jk=f579600ec310ab41&fccid=e16ce774384b4169&vjs=3,4,,
677,77,PEOPLE SERVICES CONSULTANT,City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=7793424979c9a73f&fccid=f2087b51205d4920&vjs=3,4.2,,
678,78,Data Engineer,Neo Financial,"Winnipeg, MB+1 location",https://ca.indeed.com/rc/clk?jk=617d08a62e952480&fccid=9b916fc9230716d1&vjs=3,4.7,,
679,79,"
Frontend Engineer, AWS SageMaker, AWS SageMaker",Amazon Dev Centre Canada ULC,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=25b14ccf0963707d&fccid=fe2d21eef233e94a&vjs=3,3.5,,
681,81,Risk Assurance Compliance and Analytics - Sustainability - S...,PwC,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=9ed4d25dc6e81d8b&fccid=5e964c4afc56b180&vjs=3,4,,
682,82,MLOps Engineer,AltaML,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=9b8e8bd8d61e7333&fccid=b0c2f1ef82069270&vjs=3,None,,
683,83,Ingénieur(e) CPI,Tetra Tech,"Granby, QC",https://ca.indeed.com/rc/clk?jk=d481cc677dfb58c1&fccid=997110e6d9c4c093&vjs=3,3.7,,
684,84,Software Engineer - Analytics,Amazon Dev Centre Canada ULC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=46e146d38102f83c&fccid=fe2d21eef233e94a&vjs=3,3.5,,
685,85,"
Frontend Engineer",Numerator,+2 locationsRemote,https://ca.indeed.com/rc/clk?jk=5eadfa9d4e0a5697&fccid=11f2ca9fb7278374&vjs=3,3.6,,
686,86,"
Senior Engineer",TELUS,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=4b6d9ddb9701264f&fccid=ed81336789a877c2&vjs=3,3.9,,
687,87,Systems Engineer,MDA,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=5b66fd8db2b319e0&fccid=11f7828cf965b07c&vjs=3,3.5,,
688,88,"
Cloud Technical Solutions Specialist, Big Data",Google,"Waterloo, ON",https://ca.indeed.com/rc/clk?jk=ed780ba31c61ed1a&fccid=a5b4499d9e91a5c6&vjs=3,4.3,,
689,89,Quality Assurance Engineer,Relogix,"Ottawa, ON•Remote",https://ca.indeed.com/company/Relogix/jobs/Quality-Assurance-Engineer-bc4f4198b6c9cc15?fccid=20c3bc2bb3066b33&vjs=3,2.3,,
690,90,"Sr. DevOps Engineer (AWS, GCP)",opentext,"Waterloo, ON",https://ca.indeed.com/rc/clk?jk=24091e319906605b&fccid=c908408e676247d6&vjs=3,3.5,,
691,91,GIS Analyst,Arup,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=e0dbbbfd1da75160&fccid=38c0d5e4f2a99768&vjs=3,4.1,,
692,92,People Analytics Leader (Canada),Lululemon,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=51d1a10c960d57a6&fccid=43f0f7dbd55927e9&vjs=3,4.2,,
693,93,"Technology Professionals, Operational Support",Canadian Security Intelligence Service,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=a854befbcde066c5&fccid=19150974fd7b2a28&vjs=3,4.4,,
694,94,Data Analyst,Lucova,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a2aa597b39bd1f3b&fccid=90a879ec57bb8dcb&vjs=3,None,,
695,95,Data Engineer,Samsung Electronics,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=90a2d91f1ecd0ee2&fccid=da3c7fed78dd1607&vjs=3,4,,
696,96,Data Engineer,Fiddlehead,"Moncton, NB",https://ca.indeed.com/rc/clk?jk=f2dc9bf3b43048d6&fccid=acd193c30d4927aa&vjs=3,None,,
697,97,Mechanical Engineer,Lumentum Operations LLC,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=88a1ae2363e542da&fccid=4fbc4ebd829fd708&vjs=3,3.5,,
698,98,"
Applications Engineering",ATS Automation Tooling Systems Inc.,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=1f0eecca4d12b563&fccid=c24b48f7054267a0&vjs=3,2.6,,
700,100,"
Machine Learning Software Engineer",Loblaw Digital,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=62c91081b45c378f&fccid=ae6e110d9fec0378&vjs=3,2.8,,
701,101,Data Engineer,Klick Health,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=dfb1a4b5fd12bc94&fccid=832aa6ee75eceac4&vjs=3,3.1,,
702,102,Business Intelligence Analyst,Loblaw Digital,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=623992dd8b7c1956&fccid=ae6e110d9fec0378&vjs=3,2.8,,
703,103,Director- Data Strategy & Analytics,Munich RE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=928c36ff90a074f1&fccid=d4448c192a012f32&vjs=3,4,,
704,104,Data Engineer,Ingrooves,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=90b25ae6092f524c&fccid=a9ef033ae4ddf013&vjs=3,None,,
705,105,Data Engineer - USQ Squad,Jumio Corporation,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=534b081def84a92e&fccid=4010626516c5a842&vjs=3,None,,
706,106,Observability Engineer,Tower Research Capital,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=8b24add8a0c50419&fccid=aad0a6d052467169&vjs=3,None,,
707,107,SecDevOps Engineer,OMERS,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=170e9ca1d021c4a2&fccid=64d182c6fc449d3a&vjs=3,3.5,,
708,108,"
Flow Assurance Engineer",Wood Plc,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=b91306f7dc287f21&fccid=022a1f0fd2bf3f85&vjs=3,3.8,,
709,109,Data Engineer,Mariner Partners,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=12d8c74ba7585e18&fccid=baf201d297d03cc9&vjs=3,4.8,,
710,110,Data Engineer,Baker McKenzie,"Baker, BC",https://ca.indeed.com/rc/clk?jk=c0341d08b0c5aad6&fccid=06ce31f83eef4b47&vjs=3,4,,
711,111,Process Control Engineer,ANDRITZ AG,"Brantford, ON+1 location",https://ca.indeed.com/rc/clk?jk=12bc99613a5b6add&fccid=31dc3ff412a8dc30&vjs=3,4,,
712,112,Azure DevOps Engineer/Build and Release Engineer,Canaccord Genuity Corp.,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=9111c579113e32e3&fccid=32ba7365b7c50afd&vjs=3,3.6,,
713,113,Data Engineer,Conexus Credit Union,"Regina, SK",https://ca.indeed.com/company/Conexus-Credit-Union/jobs/Data-Engineer-95366c7f5550785b?fccid=939912c588914210&vjs=3,3.4,,
714,114,DevOps Engineer,SAP,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=9da8108b9b7af573&fccid=156c7820d1988640&vjs=3,4.3,,
715,115,"
Network Development Engineer II","Amazon Data Services CAN, Inc.","Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ebc13a6f29c0f99f&fccid=fe2d21eef233e94a&vjs=3,3.5,,
716,116,AWS Devops Engineer,CGI Inc,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=ef7cf198d0bb18ad&fccid=43a69183767d4301&vjs=3,3.6,,
717,117,Terminal Optimization Engineer,Day & Ross Inc.,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=9210a5d6e2ef71b2&fccid=2037cdf6e8ae5a4d&vjs=3,3.2,,
718,118,Business Management and Operations Leader,Microsoft,"Greater Toronto Area, ON",https://ca.indeed.com/rc/clk?jk=65ef8d79fbabe660&fccid=734cb5a01ee60f80&vjs=3,4.2,,
719,119,"
Senior Analytics Manager",Klarna,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ca90fd7012277b8c&fccid=e327fa7aabb6e920&vjs=3,None,,
720,120,Plant Engineer,Northland Power,"Kirkland Lake, ON",https://ca.indeed.com/rc/clk?jk=60479aeeb6777b08&fccid=8b2fca158c2d2c29&vjs=3,3.5,,
721,121,"
Senior DevOps Engineer",Kar Global,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=3692d6d195bfccf7&fccid=bf43832ebb455ed2&vjs=3,3.3,,
723,123,DevOps Engineer,Tveon,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=6436426bfcf0f78d&fccid=f2191c5896bb85c1&vjs=3,None,,
724,124,AI Engineer,RBC,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=01cb9935e97941ff&fccid=537b899e30af3338&vjs=3,4,,
725,125,"
Data Engineer Informatica BDM",Capgemini,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=318cf73fcefbfd0e&fccid=105ecfd0283f415f&vjs=3,3.8,,
726,126,Machine Learning Engineer,sgsco,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a82e6ebc433a50ed&fccid=8b6902cf5e1e68e5&vjs=3,2.8,,
727,127,Embedded Escalation Engineer- Databricks,Microsoft,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=d498e7ec3d784808&fccid=734cb5a01ee60f80&vjs=3,4.2,,
730,130,Machine Learning Engineer,Microsoft,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=fa4c776c24004112&fccid=734cb5a01ee60f80&vjs=3,4.2,,
731,131,Sr Business Intelligence Engineer - FBA Product Analytics,"Amazon.com.ca, Inc.","Toronto, ON",https://ca.indeed.com/rc/clk?jk=df61be6fe36db784&fccid=fe2d21eef233e94a&vjs=3,3.5,,
732,132,"
Data Engineer",Infoblox,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=5ca9a27f7601ed95&fccid=d7bd935bd17bc575&vjs=3,None,,
734,134,Data Engineer,RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=5b4df54fa61212d1&fccid=537b899e30af3338&vjs=3,4,,
735,135,"VP, Engineering",Vidyard,+1 locationRemote,https://ca.indeed.com/rc/clk?jk=adf98d5b1c4b3a55&fccid=481922bac21917d5&vjs=3,3.1,,
